repo,path,sha,version,opId,requestChannel,replyChannel,replyAddress,sameChannel,replyScopedProtocols,viaAllServers,docLevelProtocols
VoiceBlender/voiceblender,asyncapi.yaml,549cc2aa9a7c5faa9534683592b61f6ebbc2f263,3.0.0,recv_room_agent_message,#/channels/vsi,#/channels/vsi,,True,undetermined,True,
Jack-the-Pro101/vequate,spec/asyncapi/orchestrator.asyncapi.yaml,2cac597d6dd824c0a788b9ff83bc1eee81426095,3.1.0,onServerCreateRequest,#/channels/servers.create,#/channels/servers.creating,,False,redis,True,redis
Jack-the-Pro101/vequate,spec/asyncapi/lobby.asyncapi.yaml,129840a931882a6f26103af053e9907358d3a67b,3.1.0,onChallenge,#/channels/games.challenge,#/channels/games.challenge.response,,False,redis,True,redis
Integration-Project-2026-Groep-2/CRM,docs/crm-asyncapi-v1.yaml,937f094579238e11bec999a263506c262ccbd64b,3.1.0,receiveCompanyDataRequest,#/channels/facturatieCompanyRequested,#/channels/crmCompanyResponded,,False,amqp,True,amqp
Integration-Project-2026-Groep-2/CRM,docs/crm-asyncapi-v1.yaml,937f094579238e11bec999a263506c262ccbd64b,3.1.0,receivePersonLookup,#/channels/kassaPersonLookupRequested,#/channels/crmPersonLookupResponded,,False,amqp,True,amqp
Integration-Project-2026-Groep-2/CRM,docs/crm-asyncapi-v1.yaml,937f094579238e11bec999a263506c262ccbd64b,3.1.0,receiveUnpaidRequest,#/channels/kassaUnpaidRequested,#/channels/crmUnpaidResponded,,False,amqp,True,amqp
davidtgillard/fits,docs/asyncapi.yaml,1e800293b574fa4a1516d9b9207f61a9b714a2c9,3.1.0,handleGraphRpc,#/channels/fitsStdin,#/channels/fitsStdout,,False,undetermined,False,
davidtgillard/fits,docs/asyncapi.yaml,1e800293b574fa4a1516d9b9207f61a9b714a2c9,3.1.0,handleGraphRpcOnSocket,#/channels/socketInbound,#/channels/socketOutbound,,False,undetermined,False,
asyncapi/generator,packages/templates/clients/kafka/test/__fixtures__/asyncapi-adeo.yml,a5a8b88139645807922e4c2a309afbbe07ee4f29,3.0.0,requestCosting,#/channels/costingRequest,#/channels/costingResponse,{'location': '$message.header#/REPLY_TOPIC'},False,kafka,True,kafka
KrushilProlink/studio-new,src/examples/real-world/kraken-api-request-reply-filter.yml,9abb793982ffcac8f624d7c11f34ef0d4dea579f,3.0.0,receivePing,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
KrushilProlink/studio-new,src/examples/real-world/kraken-api-request-reply-filter.yml,9abb793982ffcac8f624d7c11f34ef0d4dea579f,3.0.0,receiveSubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
KrushilProlink/studio-new,src/examples/real-world/kraken-api-request-reply-filter.yml,9abb793982ffcac8f624d7c11f34ef0d4dea579f,3.0.0,receiveUnsubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
gematik/zeta-testfachdienst,docs/async-api-docs.yml,128c547f990fd54fdd9eaf48b717ffa4776cf4e3,3.0.0,delete.{id}_receive_delete,#/channels/delete.{id},#/channels/_queue_erezept,,False,stomp,True,stomp
gematik/zeta-testfachdienst,docs/async-api-docs.yml,128c547f990fd54fdd9eaf48b717ffa4776cf4e3,3.0.0,list_receive_list,#/channels/list,#/channels/_queue_erezept,,False,stomp,True,stomp
gematik/zeta-testfachdienst,docs/async-api-docs.yml,128c547f990fd54fdd9eaf48b717ffa4776cf4e3,3.0.0,read.{id}_receive_read,#/channels/read.{id},#/channels/_queue_erezept,,False,stomp,True,stomp
YOU54F/pact-asyncapi-comparator,asyncapi/ping-pong-dynamic.yml,3107c5212af0fbfdd66fc8e7652b13d3fc95c580,3.0.0,pingRequest,#/channels/ping,#/channels/pong,"{'description': ""Reply is sent to topic specified in 'replyTo' property in the message header"", 'location': '$message.header#/replyTo'}",False,undetermined,True,
the-codegen-project/cli,test/blackbox/schemas/asyncapi/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,7f00a04e37a4b91f1668bf61f4567cb6bbaf1cf8,3.0.0,receivePing,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
the-codegen-project/cli,test/blackbox/schemas/asyncapi/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,7f00a04e37a4b91f1668bf61f4567cb6bbaf1cf8,3.0.0,receiveSubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
the-codegen-project/cli,test/blackbox/schemas/asyncapi/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,7f00a04e37a4b91f1668bf61f4567cb6bbaf1cf8,3.0.0,receiveUnsubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
asyncapi/markdown-template,test/spec/asyncapi_v3.yml,ae0494379aa66a9ece1f10e93cfbb4ae5dd45c97,3.0.0,createSomeRequest,#/channels/someRequest,#/channels/someRequestReply,{'location': '$message.payload#/replyTo'},False,mqtt,True,kafka|mqtt
dghilardi/asyncapiv3,test-res/3.0.0/adeo-kafka-request-reply-asyncapi.yml,2a2c2e3ed0c8b2e7dd7f5a96dd6f16dce1c3fd37,3.0.0,receiveACostingRequest,#/channels/costingRequestChannel,#/channels/costingResponseChannel,{'location': '$message.header#/REPLY_TOPIC'},False,kafka,True,kafka
asyncapi/converter-js,test/output/openapi-to-asyncapi/components_and_security.yml,7cc9d246bf843ea1c676341b9206199402ed8c19,3.0.0,getsecure,#/channels/secure,#/channels/secure,,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/components_and_security.yml,7cc9d246bf843ea1c676341b9206199402ed8c19,3.0.0,getoauth,#/channels/oauth,#/channels/oauth,,True,http,True,http
insspb/asyncapi3,tests/fixtures/yaml_specs/valid/single_file/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,11396152c909e8119a2ccc3771d67a572ba368c2,3.0.0,receivePing,#/channels/ping,#/channels/pong,,False,undetermined,True,
insspb/asyncapi3,tests/fixtures/yaml_specs/valid/single_file/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,11396152c909e8119a2ccc3771d67a572ba368c2,3.0.0,subscribe,#/channels/subscribe,#/channels/currencyInfo,,False,undetermined,True,
insspb/asyncapi3,tests/fixtures/yaml_specs/valid/single_file/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,11396152c909e8119a2ccc3771d67a572ba368c2,3.0.0,unsubscribe,#/channels/unsubscribe,#/channels/currencyInfo,,False,undetermined,True,
coinpaprika/coinpaprika-docs,api-reference/streaming-api/asyncapi.yml,98a3d12e31e4313a8e50ff21e4aaca94cda0d9d9,3.0.0,ping,#/channels/~1ticks,,,False,wss,True,wss
asyncapi/converter-js,test/output/openapi-to-asyncapi/external_reference.yml,5066a2fe7fcf316681edb680ed306a80ca863eab,3.0.0,gettest,#/channels/test,#/channels/test,,True,http,True,http
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/adeo-kafka-request-reply-asyncapi.yml,623d2f563f985f864ae19742d4e92b9b127d4b03,3.0.0,receiveACostingRequest,#/channels/costingRequestChannel,#/channels/costingResponseChannel,{'location': '$message.header#/REPLY_TOPIC'},False,kafka,True,kafka
asyncapi/converter-js,test/output/openapi-to-asyncapi/callbacks_and_contents.yml,ec7814c95829c9096dedf072615c1415f796a45d,3.0.0,subscribeWebhook,#/channels/webhooks,#/channels/webhooks,,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/callbacks_and_contents.yml,ec7814c95829c9096dedf072615c1415f796a45d,3.0.0,getUser,#/channels/users_{userId},#/channels/users_{userId},,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/callbacks_and_contents.yml,ec7814c95829c9096dedf072615c1415f796a45d,3.0.0,getUserPosts,#/channels/users_{userId}_posts,#/channels/users_{userId}_posts,,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/callbacks_and_contents.yml,ec7814c95829c9096dedf072615c1415f796a45d,3.0.0,uploadFile,#/channels/upload,#/channels/upload,,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/callbacks_and_contents.yml,ec7814c95829c9096dedf072615c1415f796a45d,3.0.0,getStream,#/channels/stream,#/channels/stream,,True,http,True,http
insspb/asyncapi3,tests/fixtures/yaml_specs/valid/single_file/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,090a8cdbf3187f767497e13047d3c3eff4e1362a,3.0.0,receivePing,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
insspb/asyncapi3,tests/fixtures/yaml_specs/valid/single_file/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,090a8cdbf3187f767497e13047d3c3eff4e1362a,3.0.0,receiveSubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
insspb/asyncapi3,tests/fixtures/yaml_specs/valid/single_file/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,090a8cdbf3187f767497e13047d3c3eff4e1362a,3.0.0,receiveUnsubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
codemonstersteam/mq-rest-sync-adapter,contract-tests/testdata/structure_validator/request_reply_provider_asyncapi.yml,6f6e9044f6cee71b4b9336cb88a4a428ae0dce27,3.0.0,receiveProcessEventRequest,#/channels/process_event_request,#/channels/process_event_response,,False,amqp,False,amqp
adreno255/nurtura-backend,docs/asyncapi-websocket.yml,2610fdc61574cefddfeb542a799b6e10464fa29c,3.0.0,onConnect,#/channels/root,,,False,ws|wss,True,ws|wss
adreno255/nurtura-backend,docs/asyncapi-websocket.yml,2610fdc61574cefddfeb542a799b6e10464fa29c,3.0.0,broadcastSensorData,#/channels/sensorUpdate,,,False,ws|wss,True,ws|wss
adreno255/nurtura-backend,docs/asyncapi-websocket.yml,2610fdc61574cefddfeb542a799b6e10464fa29c,3.0.0,broadcastDeviceStatus,#/channels/deviceStatusUpdate,,,False,ws|wss,True,ws|wss
adreno255/nurtura-backend,docs/asyncapi-websocket.yml,2610fdc61574cefddfeb542a799b6e10464fa29c,3.0.0,broadcastNotification,#/channels/notificationUpdate,,,False,ws|wss,True,ws|wss
adreno255/nurtura-backend,docs/asyncapi-websocket.yml,2610fdc61574cefddfeb542a799b6e10464fa29c,3.0.0,broadcastAutomationEvent,#/channels/automationEventTriggered,,,False,ws|wss,True,ws|wss
adreno255/nurtura-backend,docs/asyncapi-websocket.yml,2610fdc61574cefddfeb542a799b6e10464fa29c,3.0.0,broadcastUserNotifications,#/channels/userNotificationUpdate,,,False,ws|wss,True,ws|wss
CodeBeast357/webosapi-asyncapi,kraken-websocket-request-reply-multiple-channels-asyncapi.yml,6b09cab7f60f24a97bf79e600cd0334f94b08c16,3.0.0,receivePing,#/channels/ping,#/channels/pong,,False,undetermined,True,
CodeBeast357/webosapi-asyncapi,kraken-websocket-request-reply-multiple-channels-asyncapi.yml,6b09cab7f60f24a97bf79e600cd0334f94b08c16,3.0.0,subscribe,#/channels/subscribe,#/channels/currencyInfo,,False,undetermined,True,
CodeBeast357/webosapi-asyncapi,kraken-websocket-request-reply-multiple-channels-asyncapi.yml,6b09cab7f60f24a97bf79e600cd0334f94b08c16,3.0.0,unsubscribe,#/channels/unsubscribe,#/channels/currencyInfo,,False,undetermined,True,
acidtango/ollert-backend,asyncapi.yml,6660ba14fc2efe98c0082d0a64fa0a322f774255,3.0.0,addColumn,#/channels/boardCommands,#/channels/boardEvents,,False,ws,True,ws
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,1b51ad6e3c6838e1b8d735e5895a77cf60c3978a,3.0.0,receivePing,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,1b51ad6e3c6838e1b8d735e5895a77cf60c3978a,3.0.0,receiveSubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,1b51ad6e3c6838e1b8d735e5895a77cf60c3978a,3.0.0,receiveUnsubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
asyncapi/converter-js,test/output/openapi-to-asyncapi/operation_and_parameter.yml,55532975f766788c4cfa39a848284cb8d981d6f9,3.0.0,listItems,#/channels/items,#/channels/items,,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/operation_and_parameter.yml,55532975f766788c4cfa39a848284cb8d981d6f9,3.0.0,createItem,#/channels/items,#/channels/items,,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/operation_and_parameter.yml,55532975f766788c4cfa39a848284cb8d981d6f9,3.0.0,getItem,#/channels/items_{itemId},#/channels/items_{itemId},,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/operation_and_parameter.yml,55532975f766788c4cfa39a848284cb8d981d6f9,3.0.0,updateItem,#/channels/items_{itemId},#/channels/items_{itemId},,True,http,True,http
asyncapi/converter-js,test/output/openapi-to-asyncapi/operation_and_parameter.yml,55532975f766788c4cfa39a848284cb8d981d6f9,3.0.0,deleteItem,#/channels/items_{itemId},#/channels/items_{itemId},,True,http,True,http
asyncapi/generator,packages/templates/clients/websocket/test/__fixtures__/asyncapi-slack-client.yml,ad0c5dbf03ef9f86b6cd3a04a7c014b82ff43f34,3.0.0,onEvent,#/channels/root,#/channels/root,,True,ws|wss,True,ws|wss
WaleedAshraf/asyncapi-validator,test/schemas/v3.0.0/pingPong.yml,49f2b529a0b193bfcc28a8b8cc2362d64ff1d702,3.0.0,pingRequest,#/channels/ping,#/channels/pong,"{'description': ""Reply is sent to topic specified in 'replyTo' property in the message header"", 'location': '$message.header#/replyTo'}",False,undetermined,True,
codemonstersteam/pinout-asyncapi,cmd/testdata/cmd/producer-asyncapi-fixed.yml,2230e2bf7219f56de5bf6ed2988597451bf3df1c,3.0.0,receiveBalanceRequest,#/channels/restGetBalanceRequest,#/channels/restGetBalanceRequest,,True,http,False,http
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,d3c1c257c7875aff2300e1f4b7e211085c295660,3.0.0,receivePing,#/channels/ping,#/channels/pong,,False,undetermined,True,
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,d3c1c257c7875aff2300e1f4b7e211085c295660,3.0.0,subscribe,#/channels/subscribe,#/channels/currencyInfo,,False,undetermined,True,
asyncapi/jasyncapi,asyncapi-core/src/test/resources/examples/v3.0.0/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,d3c1c257c7875aff2300e1f4b7e211085c295660,3.0.0,unsubscribe,#/channels/unsubscribe,#/channels/currencyInfo,,False,undetermined,True,
Lap-Platform/LAP,examples/verbose/asyncapi/adeo-kafka-request-reply-asyncapi.yml,348075e95d81bfe54906cb855109f6d877d4f1f3,3.1.0,receiveACostingRequest,#/channels/costingRequestChannel,#/channels/costingResponseChannel,{'location': '$message.header#/REPLY_TOPIC'},False,kafka,True,kafka
Lap-Platform/LAP,examples/verbose/asyncapi/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,0f7691336040be8df2210c1c2cc2787683fedf82,3.1.0,receivePing,#/channels/ping,#/channels/pong,,False,undetermined,True,
Lap-Platform/LAP,examples/verbose/asyncapi/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,0f7691336040be8df2210c1c2cc2787683fedf82,3.1.0,subscribe,#/channels/subscribe,#/channels/currencyInfo,,False,undetermined,True,
Lap-Platform/LAP,examples/verbose/asyncapi/kraken-websocket-request-reply-multiple-channels-asyncapi.yml,0f7691336040be8df2210c1c2cc2787683fedf82,3.1.0,unsubscribe,#/channels/unsubscribe,#/channels/currencyInfo,,False,undetermined,True,
asyncapi/spec,examples/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,f2950ac1cec11609b7da86dc26ce4b13dc9993e0,3.1.0,receivePing,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
asyncapi/spec,examples/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,f2950ac1cec11609b7da86dc26ce4b13dc9993e0,3.1.0,receiveSubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
asyncapi/spec,examples/kraken-websocket-request-reply-message-filter-in-reply-asyncapi.yml,f2950ac1cec11609b7da86dc26ce4b13dc9993e0,3.1.0,receiveUnsubscribeRequest,#/channels/currencyExchange,#/channels/currencyExchange,,True,undetermined,True,
