ballerina-platform/asyncapi-tools	samples/basic-chat/client/asyncapi.yaml	https://github.com/ballerina-platform/asyncapi-tools/blob/c035bed4daf955d73df273b8c9f5815b8853bcce/samples/basic-chat/client/asyncapi.yaml
asyncapi/bundler	example/main.yaml	https://github.com/asyncapi/bundler/blob/e45b541a1f0565064f3e732a6c3a348a33e09d99/example/main.yaml
FjordMaritimeAS/FjordControlSwagger	swagger/SignalRHubsEntity-1.0.yaml	https://github.com/FjordMaritimeAS/FjordControlSwagger/blob/3d99f2bc713321d10a78beaf6d484bec1411d48d/swagger/SignalRHubsEntity-1.0.yaml
SDA-SE/sda-dropwizard-commons	sda-commons-shared-asyncapi/asyncapi-schema.yaml	https://github.com/SDA-SE/sda-dropwizard-commons/blob/f007608e32b709250d111aef3d5ef6bb3dd32d5b/sda-commons-shared-asyncapi/asyncapi-schema.yaml
Mik-Grzeg/krewetka	reporting/asyncapi.yaml	https://github.com/Mik-Grzeg/krewetka/blob/9ce2a780bd3c5f6721d5e07ac3c500d1c2865e51/reporting/asyncapi.yaml
daniellmorris/EnvarynAI	backend/pnpm-lock.yaml	https://github.com/daniellmorris/EnvarynAI/blob/8c1e2226754d8ac22dacbceffad4b2d84bef64c3/backend/pnpm-lock.yaml
asyncapi/cli	openapi.yaml	https://github.com/asyncapi/cli/blob/28de806a8659341bed91b1414805fa65bff0e5b9/openapi.yaml
magazino/api-docs	fire-alarm/1.0.0/asyncapi.yaml	https://github.com/magazino/api-docs/blob/2225e40c652fb74ecfdc545d45ea31a9cf1762c9/fire-alarm/1.0.0/asyncapi.yaml
timonback/asyncapi-portal	assets/asyncapi/application-4-shipping.yaml	https://github.com/timonback/asyncapi-portal/blob/2d7c5e6ae46e1c937f83a7f75a2c0f3ec3c65d85/assets/asyncapi/application-4-shipping.yaml
ewanvidal/SimuMarty	docs/api-websocket.yaml	https://github.com/ewanvidal/SimuMarty/blob/e03afcdda7659d19e19da80e8783120782d86d9a/docs/api-websocket.yaml
TP-O/werewolf	communication/docs/async-api.yaml	https://github.com/TP-O/werewolf/blob/53451dc8eec07d5c324ee16e101a45beb5d762a3/communication/docs/async-api.yaml
huy21it/ChatAppBackEnd	asyncapi.yaml	https://github.com/huy21it/ChatAppBackEnd/blob/4e73600e2a350126eb0c010bbc0c20218d8a7dfa/asyncapi.yaml
