DarkflameUniverse/DarkflameServer	docs/ChatWSAPI.yaml	https://github.com/DarkflameUniverse/DarkflameServer/blob/4ef9f4326679803dd1ea8317736f4717366b4c5d/docs/ChatWSAPI.yaml
aklivity/zilla	specs/binding-asyncapi.spec/src/main/scripts/io/aklivity/zilla/specs/binding/asyncapi/config/server.sse.yaml	https://github.com/aklivity/zilla/blob/e88ebe9752dc6664234aae73be1e204ab42c211d/specs/binding-asyncapi.spec/src/main/scripts/io/aklivity/zilla/specs/binding/asyncapi/config/server.sse.yaml
event-catalog/eventcatalog	examples/default/domains/E-Commerce/subdomains/Orders/services/OrdersService/order-service-asyncapi.yaml	https://github.com/event-catalog/eventcatalog/blob/3306a33245e88f3cef38491acb4b7688fe6c5db9/examples/default/domains/E-Commerce/subdomains/Orders/services/OrdersService/order-service-asyncapi.yaml
letya999/support_rag	asyncapi.yaml	https://github.com/letya999/support_rag/blob/68f69b44c8a4a3830d1b4dd677f4a28222e9d3ef/asyncapi.yaml
Goldziher/spikard	testing_data/asyncapi_schemas/sse_events.yaml	https://github.com/Goldziher/spikard/blob/c1a858bf1d34b455332192db4b7f4cf20f9f4c41/testing_data/asyncapi_schemas/sse_events.yaml
MehdiMaachi/tp-xml-meteo	yaml/asyncapi/gitter-streaming3.x.yaml	https://github.com/MehdiMaachi/tp-xml-meteo/blob/98c5963a5e6336dd0dba99eac2a7014f1470e32d/yaml/asyncapi/gitter-streaming3.x.yaml
delano/postman-mcp-server	docs/api/references/postman-api-requestBodies.yaml	https://github.com/delano/postman-mcp-server/blob/d29c2df5dedbb4f3384ebc0a71e8d256e04671a2/docs/api/references/postman-api-requestBodies.yaml
RobinTail/zod-sockets	example/example-documentation.yaml	https://github.com/RobinTail/zod-sockets/blob/ca15aaae54018e49db97496eccacf488731ae78b/example/example-documentation.yaml
dhanisetti/Tenderlink	specs/events/tenderlink-events.yaml	https://github.com/dhanisetti/Tenderlink/blob/62c41d83c5cac7a0c8ea65ca7b86c07b58d1888f/specs/events/tenderlink-events.yaml
ngscheurich/elixirconf-eu-2024	asyncapi.yaml	https://github.com/ngscheurich/elixirconf-eu-2024/blob/b3119d8a4534ebe937eeee968d68d06c06d5ffa8/asyncapi.yaml
boyney123/my-eventcatalog	domains/Orders/services/OrdersService/order-service-asyncapi.yaml	https://github.com/boyney123/my-eventcatalog/blob/fdd2ea58888c6ab7c0e42996220ff64f46cda2c8/domains/Orders/services/OrdersService/order-service-asyncapi.yaml
loulou123546/kenshiata-shared	docs/asyncapi.yaml	https://github.com/loulou123546/kenshiata-shared/blob/6f69ec8714e1b5c3452ac9123c14507af0ae7240/docs/asyncapi.yaml
yojo-generator/generator	examples/gitter-streaming-async-api-v3.0.yaml	https://github.com/yojo-generator/generator/blob/a272ab2f8e1c1a58c56d709e41d4ee2cb76e5fdd/examples/gitter-streaming-async-api-v3.0.yaml
